user_id,signup_month,activity_month,revenue_usd
U01347,2024-11-30,2024-12-31,76.29
U01348,2024-07-31,2024-07-31,10.41
U01348,2024-07-31,2024-08-31,83.71
U01348,2024-07-31,2024-09-30,63.01
U01353,2024-01-31,2024-01-31,85.05
U01356,2024-05-31,2024-05-31,107.64
U01356,2024-05-31,2024-06-30,94.68
U01358,2024-10-31,2024-10-31,121.14
U01360,2024-07-31,2024-07-31,47.09
U01360,2024-07-31,2024-08-31,102.78
U01362,2024-04-30,2024-04-30,56.59
U01362,2024-04-30,2024-05-31,89.32
U01363,2024-02-29,2024-02-29,36.74
U01364,2024-07-31,2024-07-31,101.23
U01364,2024-07-31,2024-08-31,84.04
U01366,2024-09-30,2024-09-30,12.63
U01366,2024-09-30,2024-10-31,142.72
U01367,2024-05-31,2024-05-31,124.08
U01368,2024-05-31,2024-05-31,115.08
U01368,2024-05-31,2024-06-30,33.1
U01368,2024-05-31,2024-07-31,142.85
U01370,2024-01-31,2024-01-31,107.33
U01373,2024-09-30,2024-09-30,21.82
U01373,2024-09-30,2024-10-31,64.36
U01373,2024-09-30,2024-11-30,43.36
U01374,2024-09-30,2024-09-30,55.97
U01374,2024-09-30,2024-10-31,99.62
U01375,2024-01-31,2024-01-31,42.09
U01375,2024-01-31,2024-02-29,141.68
U01377,2024-04-30,2024-04-30,141.03
U01377,2024-04-30,2024-05-31,84.12
U01378,2024-03-31,2024-03-31,113.78
U01378,2024-03-31,2024-04-30,110.86
U01382,2024-09-30,2024-09-30,22.2
U01383,2024-07-31,2024-07-31,13.92
U01385,2024-09-30,2024-09-30,93.74
U01385,2024-09-30,2024-10-31,105.61
U01386,2024-01-31,2024-01-31,131.77
U01387,2024-02-29,2024-02-29,45.93
U01388,2024-12-31,2024-12-31,132.42
U01389,2024-01-31,2024-01-31,138.5
U01389,2024-01-31,2024-02-29,80.35
U01392,2024-06-30,2024-06-30,12.75
U01392,2024-06-30,2024-07-31,62.0
U01392,2024-06-30,2024-08-31,37.89
U01392,2024-06-30,2024-09-30,103.94
U01393,2024-03-31,2024-03-31,26.31
U01393,2024-03-31,2024-04-30,108.7
U01395,2024-08-31,2024-08-31,68.02
U01396,2024-04-30,2024-04-30,101.25
U01397,2024-05-31,2024-05-31,133.62
U01397,2024-05-31,2024-06-30,68.95
U01397,2024-05-31,2024-07-31,96.64
U01398,2024-07-31,2024-07-31,10.81
U01398,2024-07-31,2024-08-31,36.16
U01399,2024-02-29,2024-02-29,56.78
U01399,2024-02-29,2024-03-31,122.82
U01399,2024-02-29,2024-04-30,118.93
U01400,2024-04-30,2024-04-30,41.02
U01401,2024-05-31,2024-05-31,47.77
U01402,2024-03-31,2024-03-31,30.62
U01402,2024-03-31,2024-04-30,15.2
U01403,2024-11-30,2024-11-30,104.88
U01403,2024-11-30,2024-12-31,123.33
U01405,2024-10-31,2024-10-31,55.95
U01407,2024-04-30,2024-04-30,51.99
U01409,2024-09-30,2024-09-30,81.86
U01411,2024-10-31,2024-10-31,66.19
U01414,2024-10-31,2024-10-31,50.68
U01416,2024-12-31,2024-12-31,129.5
U01416,2024-12-31,2025-01-31,65.86
U01417,2024-07-31,2024-07-31,25.69
U01417,2024-07-31,2024-08-31,110.59
U01421,2024-11-30,2024-11-30,85.21
U01423,2024-07-31,2024-07-31,131.33
U01425,2024-01-31,2024-01-31,105.92
U01426,2024-12-31,2024-12-31,18.51
U01426,2024-12-31,2025-01-31,84.78
U01427,2024-08-31,2024-08-31,18.87
U01430,2024-07-31,2024-07-31,24.94
U01430,2024-07-31,2024-08-31,149.99
U01432,2024-06-30,2024-06-30,51.76
U01434,2024-04-30,2024-04-30,128.04
U01435,2024-08-31,2024-08-31,71.15
U01437,2024-09-30,2024-09-30,116.77
U01438,2024-07-31,2024-07-31,135.69
U01441,2024-12-31,2024-12-31,109.73
U01441,2024-12-31,2025-01-31,82.3
U01443,2024-02-29,2024-02-29,85.13
U01443,2024-02-29,2024-03-31,58.8
U01445,2024-01-31,2024-01-31,91.52
U01445,2024-01-31,2024-02-29,34.44
U01449,2024-12-31,2024-12-31,14.99
U01451,2024-06-30,2024-06-30,61.13
U01455,2024-03-31,2024-03-31,54.11
U01459,2024-05-31,2024-05-31,31.22
U01461,2024-07-31,2024-07-31,33.81
U01462,2024-05-31,2024-05-31,129.59
U01462,2024-05-31,2024-06-30,138.31
U01463,2024-05-31,2024-05-31,118.15
U01467,2024-01-31,2024-01-31,62.6
U01467,2024-01-31,2024-02-29,113.82
U01468,2024-04-30,2024-04-30,117.54
U01468,2024-04-30,2024-05-31,48.06
U01471,2024-03-31,2024-03-31,122.87
U01471,2024-03-31,2024-04-30,50.24
U01475,2024-11-30,2024-11-30,10.13
U01475,2024-11-30,2024-12-31,14.55
U01476,2024-10-31,2024-10-31,25.25
U01478,2024-08-31,2024-08-31,141.98
U01478,2024-08-31,2024-09-30,21.7
U01478,2024-08-31,2024-10-31,110.79
U01480,2024-12-31,2024-12-31,148.83
U01480,2024-12-31,2025-01-31,27.22
U01481,2024-05-31,2024-05-31,38.87
U01482,2024-09-30,2024-09-30,13.04
U01482,2024-09-30,2024-10-31,107.05
U01483,2024-11-30,2024-11-30,67.32
U01485,2024-03-31,2024-03-31,136.25
U01488,2024-07-31,2024-07-31,48.94
U01488,2024-07-31,2024-08-31,75.03
U01491,2024-04-30,2024-04-30,85.83
U01491,2024-04-30,2024-05-31,117.8
U01493,2024-11-30,2024-11-30,78.28
U01496,2024-01-31,2024-01-31,41.66
U01498,2024-12-31,2024-12-31,47.63
U01498,2024-12-31,2025-01-31,70.57
U01499,2024-05-31,2024-05-31,34.67
U01500,2024-06-30,2024-06-30,39.84
U01502,2024-10-31,2024-10-31,66.9
U01502,2024-10-31,2024-11-30,96.78
U01503,2024-07-31,2024-07-31,38.86
U01503,2024-07-31,2024-08-31,78.05
U01503,2024-07-31,2024-09-30,117.85
U01504,2024-01-31,2024-01-31,64.35
U01508,2024-11-30,2024-11-30,86.05
U01510,2024-11-30,2024-11-30,61.12
U01510,2024-11-30,2024-12-31,136.76
U01513,2024-12-31,2024-12-31,149.55
U01513,2024-12-31,2025-01-31,83.23
U01517,2024-05-31,2024-05-31,19.82
U01520,2024-05-31,2024-05-31,37.01
U01520,2024-05-31,2024-06-30,39.96
U01521,2024-06-30,2024-06-30,53.18
U01521,2024-06-30,2024-07-31,62.99
U01523,2024-02-29,2024-02-29,94.37
U01523,2024-02-29,2024-03-31,80.09
U01523,2024-02-29,2024-04-30,27.26
U01523,2024-02-29,2024-05-31,26.2
U01525,2024-12-31,2024-12-31,71.14
U01528,2024-05-31,2024-05-31,106.12
U01529,2024-06-30,2024-06-30,14.08
U01531,2024-02-29,2024-02-29,76.38
U01531,2024-02-29,2024-03-31,49.76
U01531,2024-02-29,2024-04-30,43.91
U01533,2024-07-31,2024-07-31,111.66
U01533,2024-07-31,2024-08-31,131.83
U01533,2024-07-31,2024-09-30,84.88
U01535,2024-09-30,2024-09-30,96.17
U01536,2024-05-31,2024-05-31,137.82
U01536,2024-05-31,2024-06-30,79.9
U01537,2024-01-31,2024-01-31,125.72
U01537,2024-01-31,2024-02-29,65.25
U01539,2024-06-30,2024-06-30,42.34
U01539,2024-06-30,2024-07-31,34.47
U01543,2024-07-31,2024-07-31,72.95
U01543,2024-07-31,2024-08-31,107.14
U01545,2024-02-29,2024-02-29,38.07
U01547,2024-10-31,2024-10-31,11.29
U01548,2024-08-31,2024-08-31,48.4
U01549,2024-12-31,2024-12-31,10.83
U01549,2024-12-31,2025-01-31,85.77
U01551,2024-03-31,2024-03-31,26.11
U01552,2024-01-31,2024-01-31,21.57
U01555,2024-06-30,2024-06-30,140.94
U01562,2024-10-31,2024-10-31,126.18
U01563,2024-09-30,2024-09-30,103.96
U01565,2024-09-30,2024-09-30,120.53
U01565,2024-09-30,2024-10-31,69.58
U01565,2024-09-30,2024-11-30,141.34
U01567,2024-01-31,2024-01-31,146.48
U01567,2024-01-31,2024-02-29,145.35
U01568,2024-01-31,2024-01-31,25.07
U01568,2024-01-31,2024-02-29,18.76
U01568,2024-01-31,2024-03-31,92.0
U01569,2024-02-29,2024-02-29,148.76
U01569,2024-02-29,2024-03-31,10.44
U01571,2024-04-30,2024-04-30,93.71
U01571,2024-04-30,2024-05-31,115.29
U01573,2024-11-30,2024-11-30,108.7
U01573,2024-11-30,2024-12-31,72.99
U01575,2024-08-31,2024-08-31,133.53
U01576,2024-04-30,2024-04-30,81.24
U01577,2024-01-31,2024-01-31,69.52
U01578,2024-03-31,2024-03-31,28.46
U01578,2024-03-31,2024-04-30,12.21
U01579,2024-04-30,2024-04-30,51.93
U01581,2024-07-31,2024-07-31,13.11
U01583,2024-04-30,2024-04-30,106.38
U01585,2024-10-31,2024-10-31,109.47
U01586,2024-05-31,2024-05-31,41.16
U01589,2024-10-31,2024-10-31,74.08
U01590,2024-08-31,2024-08-31,91.82
U01591,2024-09-30,2024-09-30,92.16
U01591,2024-09-30,2024-10-31,55.8
U01591,2024-09-30,2024-11-30,87.76
U01595,2024-11-30,2024-11-30,97.2
U01596,2024-05-31,2024-05-31,120.32
U01600,2024-11-30,2024-11-30,110.37
U01600,2024-11-30,2024-12-31,33.34
U01601,2024-12-31,2024-12-31,27.43
U01602,2024-06-30,2024-06-30,27.2
U01602,2024-06-30,2024-07-31,12.79
U01603,2024-01-31,2024-01-31,12.83
U01603,2024-01-31,2024-02-29,147.32
U01603,2024-01-31,2024-03-31,145.18
U01604,2024-05-31,2024-05-31,103.21
U01604,2024-05-31,2024-06-30,21.28
U01604,2024-05-31,2024-07-31,110.26
U01605,2024-11-30,2024-11-30,140.54
U01605,2024-11-30,2024-12-31,34.76
U01605,2024-11-30,2025-01-31,77.29
U01611,2024-09-30,2024-09-30,84.91
U01611,2024-09-30,2024-10-31,11.7
U01616,2024-07-31,2024-07-31,109.15
U01618,2024-02-29,2024-02-29,94.84
U01619,2024-12-31,2024-12-31,120.44
U01623,2024-06-30,2024-06-30,124.97
U01623,2024-06-30,2024-07-31,86.76
U01623,2024-06-30,2024-08-31,148.24
U01625,2024-04-30,2024-04-30,73.57
U01626,2024-07-31,2024-07-31,122.22
U01626,2024-07-31,2024-08-31,87.22
U01628,2024-10-31,2024-10-31,147.87
U01629,2024-11-30,2024-11-30,70.63
U01634,2024-11-30,2024-11-30,30.32
U01635,2024-12-31,2024-12-31,70.71
U01635,2024-12-31,2025-01-31,20.44
U01635,2024-12-31,2025-02-28,97.21
U01638,2024-09-30,2024-09-30,64.21
U01638,2024-09-30,2024-10-31,107.3
U01642,2024-06-30,2024-06-30,110.19
U01644,2024-09-30,2024-09-30,127.25
U01644,2024-09-30,2024-10-31,126.76
U01645,2024-07-31,2024-07-31,129.18
U01646,2024-08-31,2024-08-31,51.65
U01648,2024-06-30,2024-06-30,132.6
U01648,2024-06-30,2024-07-31,34.51
U01649,2024-04-30,2024-04-30,12.07
U01649,2024-04-30,2024-05-31,73.06
U01650,2024-07-31,2024-07-31,58.91
U01651,2024-11-30,2024-11-30,117.22
U01651,2024-11-30,2024-12-31,104.49
U01653,2024-07-31,2024-07-31,73.58
U01655,2024-10-31,2024-10-31,50.18
U01655,2024-10-31,2024-11-30,29.94
U01655,2024-10-31,2024-12-31,50.82
U01655,2024-10-31,2025-01-31,79.48
U01656,2024-02-29,2024-02-29,92.65
U01658,2024-05-31,2024-05-31,69.09
U01661,2024-07-31,2024-07-31,56.25
U01665,2024-05-31,2024-05-31,64.81
U01666,2024-10-31,2024-10-31,37.15
U01666,2024-10-31,2024-11-30,62.56
U01668,2024-04-30,2024-04-30,41.18
U01668,2024-04-30,2024-05-31,110.31
U01671,2024-10-31,2024-10-31,100.22
U01672,2024-08-31,2024-08-31,83.26
U01672,2024-08-31,2024-09-30,87.81
U01672,2024-08-31,2024-10-31,116.42
U01672,2024-08-31,2024-11-30,77.76
U01674,2024-07-31,2024-07-31,117.79
U01674,2024-07-31,2024-08-31,120.08
U01676,2024-12-31,2024-12-31,110.64
U01676,2024-12-31,2025-01-31,129.11
U01677,2024-02-29,2024-02-29,119.74
U01677,2024-02-29,2024-03-31,53.67
U01681,2024-04-30,2024-04-30,109.35
U01682,2024-12-31,2024-12-31,137.73
U01682,2024-12-31,2025-01-31,139.83
U01682,2024-12-31,2025-02-28,87.16
U01682,2024-12-31,2025-03-31,75.13
U01683,2024-03-31,2024-03-31,38.19
U01686,2024-12-31,2024-12-31,89.42
U01687,2024-05-31,2024-05-31,58.26
U01687,2024-05-31,2024-06-30,70.34
U01687,2024-05-31,2024-07-31,48.54
U01688,2024-10-31,2024-10-31,74.61
U01688,2024-10-31,2024-11-30,72.67
U01690,2024-06-30,2024-06-30,28.46
U01690,2024-06-30,2024-07-31,20.39
U01691,2024-04-30,2024-04-30,77.28
U01693,2024-06-30,2024-06-30,47.65
U01693,2024-06-30,2024-07-31,88.78
U01695,2024-05-31,2024-05-31,83.55
U01695,2024-05-31,2024-06-30,100.58
U01697,2024-07-31,2024-07-31,117.22
U01697,2024-07-31,2024-08-31,59.83
U01699,2024-11-30,2024-11-30,124.91
U01701,2024-02-29,2024-02-29,122.68
U01702,2024-05-31,2024-05-31,51.15
U01702,2024-05-31,2024-06-30,137.38
U01702,2024-05-31,2024-07-31,68.27
U01702,2024-05-31,2024-08-31,59.0
U01702,2024-05-31,2024-09-30,29.19
U01703,2024-05-31,2024-05-31,132.53
U01703,2024-05-31,2024-06-30,92.17
U01703,2024-05-31,2024-07-31,147.06
U01706,2024-09-30,2024-09-30,40.13
U01708,2024-02-29,2024-02-29,113.36
U01714,2024-01-31,2024-01-31,139.38
U01718,2024-05-31,2024-05-31,104.98
U01722,2024-12-31,2024-12-31,121.35
U01722,2024-12-31,2025-01-31,14.35
U01722,2024-12-31,2025-02-28,134.77
U01722,2024-12-31,2025-03-31,17.15
U01723,2024-05-31,2024-05-31,77.5
U01723,2024-05-31,2024-06-30,149.41
U01723,2024-05-31,2024-07-31,123.35
U01727,2024-12-31,2024-12-31,23.38
U01728,2024-06-30,2024-06-30,121.17
U01728,2024-06-30,2024-07-31,62.71
U01728,2024-06-30,2024-08-31,96.43
U01728,2024-06-30,2024-09-30,54.69
U01730,2024-10-31,2024-10-31,47.02
U01732,2024-05-31,2024-05-31,86.56
U01732,2024-05-31,2024-06-30,12.87
U01732,2024-05-31,2024-07-31,77.61
U01734,2024-12-31,2024-12-31,98.6
U01734,2024-12-31,2025-01-31,124.88
U01737,2024-07-31,2024-07-31,48.88
U01738,2024-11-30,2024-11-30,109.46
U01738,2024-11-30,2024-12-31,120.0
U01738,2024-11-30,2025-01-31,91.45
U01738,2024-11-30,2025-02-28,146.42
U01741,2024-10-31,2024-10-31,44.5
U01741,2024-10-31,2024-11-30,33.31
U01742,2024-02-29,2024-02-29,77.2
U01742,2024-02-29,2024-03-31,54.38
U01742,2024-02-29,2024-04-30,136.49
U01742,2024-02-29,2024-05-31,70.23
U01743,2024-07-31,2024-07-31,107.65
U01746,2024-11-30,2024-11-30,111.74
U01746,2024-11-30,2024-12-31,149.83
U01746,2024-11-30,2025-01-31,102.44
U01747,2024-01-31,2024-01-31,131.03
U01747,2024-01-31,2024-02-29,127.87
U01749,2024-07-31,2024-07-31,67.2
U01750,2024-10-31,2024-10-31,98.55
U01751,2024-10-31,2024-10-31,62.29
U01754,2024-03-31,2024-03-31,118.21
U01757,2024-09-30,2024-09-30,84.73
U01757,2024-09-30,2024-10-31,17.4
U01758,2024-07-31,2024-07-31,140.35
U01758,2024-07-31,2024-08-31,91.58
U01759,2024-01-31,2024-01-31,61.51
U01762,2024-09-30,2024-09-30,126.51
U01763,2024-12-31,2024-12-31,61.42
U01763,2024-12-31,2025-01-31,79.68
U01765,2024-07-31,2024-07-31,125.48
U01765,2024-07-31,2024-08-31,31.02
U01766,2024-10-31,2024-10-31,93.76
U01766,2024-10-31,2024-11-30,132.16
U01768,2024-12-31,2024-12-31,86.0
U01769,2024-05-31,2024-05-31,70.34
U01770,2024-10-31,2024-10-31,37.35
U01770,2024-10-31,2024-11-30,83.21
U01771,2024-08-31,2024-08-31,43.26
U01771,2024-08-31,2024-09-30,112.52
U01772,2024-10-31,2024-10-31,59.52
U01773,2024-12-31,2024-12-31,18.08
U01775,2024-09-30,2024-09-30,109.77
U01776,2024-12-31,2024-12-31,112.6
U01779,2024-03-31,2024-03-31,125.74
U01780,2024-02-29,2024-02-29,10.36
U01780,2024-02-29,2024-03-31,132.65
U01780,2024-02-29,2024-04-30,31.0
U01781,2024-12-31,2024-12-31,74.14
U01781,2024-12-31,2025-01-31,49.5
U01783,2024-02-29,2024-02-29,102.87
U01784,2024-10-31,2024-10-31,36.96
U01784,2024-10-31,2024-11-30,142.91
U01784,2024-10-31,2024-12-31,15.96
U01785,2024-05-31,2024-05-31,140.24
U01786,2024-04-30,2024-04-30,113.19
U01786,2024-04-30,2024-05-31,147.07
U01787,2024-03-31,2024-03-31,66.94
U01788,2024-01-31,2024-01-31,15.06
U01789,2024-03-31,2024-03-31,56.3
U01789,2024-03-31,2024-04-30,78.43
U01789,2024-03-31,2024-05-31,64.69
U01790,2024-04-30,2024-04-30,142.16
U01790,2024-04-30,2024-05-31,133.09
U01790,2024-04-30,2024-06-30,136.84
U01792,2024-10-31,2024-10-31,132.29
U01794,2024-03-31,2024-03-31,148.32
U01795,2024-01-31,2024-01-31,138.66
U01795,2024-01-31,2024-02-29,51.98
U01795,2024-01-31,2024-03-31,86.76
U01795,2024-01-31,2024-04-30,141.13
U01796,2024-01-31,2024-01-31,147.78
U01797,2024-08-31,2024-08-31,121.19
U01797,2024-08-31,2024-09-30,93.81
U01798,2024-12-31,2024-12-31,138.91
U01801,2024-04-30,2024-04-30,114.54
U01802,2024-12-31,2024-12-31,43.94
U01802,2024-12-31,2025-01-31,57.61
U01803,2024-02-29,2024-02-29,32.52
U01803,2024-02-29,2024-03-31,35.03
U01805,2024-04-30,2024-04-30,48.07
U01808,2024-04-30,2024-04-30,114.34
U01808,2024-04-30,2024-05-31,16.29
U01810,2024-07-31,2024-07-31,27.72
U01811,2024-01-31,2024-01-31,126.68
U01811,2024-01-31,2024-02-29,144.82
U01813,2024-09-30,2024-09-30,79.92
U01815,2024-05-31,2024-05-31,118.98
U01815,2024-05-31,2024-06-30,50.84
U01816,2024-12-31,2024-12-31,134.97
U01817,2024-01-31,2024-01-31,102.97
U01817,2024-01-31,2024-02-29,139.41
U01818,2024-06-30,2024-06-30,135.31
U01818,2024-06-30,2024-07-31,59.39
U01818,2024-06-30,2024-08-31,26.46
U01818,2024-06-30,2024-09-30,11.45
U01819,2024-09-30,2024-09-30,92.19
U01820,2024-06-30,2024-06-30,75.02
U01820,2024-06-30,2024-07-31,43.4
U01821,2024-08-31,2024-08-31,86.5
U01821,2024-08-31,2024-09-30,90.76
U01822,2024-03-31,2024-03-31,36.89
U01822,2024-03-31,2024-04-30,89.54
U01822,2024-03-31,2024-05-31,75.56
U01824,2024-03-31,2024-03-31,44.36
U01824,2024-03-31,2024-04-30,33.15
U01825,2024-06-30,2024-06-30,143.94
U01828,2024-01-31,2024-01-31,33.61
U01828,2024-01-31,2024-02-29,90.71
U01828,2024-01-31,2024-03-31,22.67
U01828,2024-01-31,2024-04-30,62.05
U01829,2024-02-29,2024-02-29,122.48
U01830,2024-05-31,2024-05-31,49.83
U01831,2024-08-31,2024-08-31,89.63
U01831,2024-08-31,2024-09-30,16.67
U01833,2024-07-31,2024-07-31,125.03
U01833,2024-07-31,2024-08-31,62.38
U01834,2024-10-31,2024-10-31,112.4
U01835,2024-02-29,2024-02-29,45.41
U01836,2024-02-29,2024-02-29,59.13
U01839,2024-11-30,2024-11-30,20.62
U01839,2024-11-30,2024-12-31,48.38
U01843,2024-08-31,2024-08-31,98.03
U01843,2024-08-31,2024-09-30,140.29
U01843,2024-08-31,2024-10-31,94.93
U01844,2024-06-30,2024-06-30,30.66
U01844,2024-06-30,2024-07-31,131.13
U01845,2024-10-31,2024-10-31,146.97
U01845,2024-10-31,2024-11-30,65.78
U01845,2024-10-31,2024-12-31,53.49
U01846,2024-09-30,2024-09-30,16.07
U01848,2024-01-31,2024-01-31,79.3
U01849,2024-12-31,2024-12-31,12.74
U01850,2024-05-31,2024-05-31,10.64
U01851,2024-11-30,2024-11-30,103.76
U01851,2024-11-30,2024-12-31,107.3
U01852,2024-12-31,2024-12-31,50.63
U01852,2024-12-31,2025-01-31,37.21
U01853,2024-06-30,2024-06-30,92.04
U01853,2024-06-30,2024-07-31,76.63
U01853,2024-06-30,2024-08-31,102.28
U01853,2024-06-30,2024-09-30,126.84
U01853,2024-06-30,2024-10-31,75.42
U01855,2024-10-31,2024-10-31,52.69
U01855,2024-10-31,2024-11-30,125.42
U01855,2024-10-31,2024-12-31,13.68
U01855,2024-10-31,2025-01-31,50.33
U01855,2024-10-31,2025-02-28,66.39
U01855,2024-10-31,2025-03-31,85.9
U01859,2024-02-29,2024-02-29,44.09
U01859,2024-02-29,2024-03-31,90.54
U01859,2024-02-29,2024-04-30,141.95
U01860,2024-01-31,2024-01-31,100.85
U01860,2024-01-31,2024-02-29,87.77
U01861,2024-11-30,2024-11-30,51.94
U01863,2024-07-31,2024-07-31,36.64
U01864,2024-03-31,2024-03-31,56.53
U01870,2024-01-31,2024-01-31,30.19
U01872,2024-12-31,2024-12-31,15.81
U01874,2024-08-31,2024-08-31,132.35
U01875,2024-12-31,2024-12-31,77.59
U01879,2024-11-30,2024-11-30,127.94
U01881,2024-09-30,2024-09-30,30.46
U01881,2024-09-30,2024-10-31,137.78
U01884,2024-12-31,2024-12-31,130.44
U01884,2024-12-31,2025-01-31,72.65
U01884,2024-12-31,2025-02-28,58.14
U01885,2024-04-30,2024-04-30,127.92
U01888,2024-10-31,2024-10-31,49.1
U01889,2024-12-31,2024-12-31,132.07
U01892,2024-04-30,2024-04-30,129.49
U01892,2024-04-30,2024-05-31,101.43
U01894,2024-06-30,2024-06-30,10.02
U01897,2024-12-31,2024-12-31,149.91
U01898,2024-04-30,2024-04-30,86.73
U01898,2024-04-30,2024-05-31,63.18
U01898,2024-04-30,2024-06-30,80.7
U01899,2024-10-31,2024-10-31,131.02
U01899,2024-10-31,2024-11-30,69.92
U01900,2024-02-29,2024-02-29,10.33
U01900,2024-02-29,2024-03-31,19.51
U01900,2024-02-29,2024-04-30,90.39
U01901,2024-10-31,2024-10-31,62.68
U01903,2024-10-31,2024-10-31,33.83
U01904,2024-05-31,2024-05-31,82.67
U01905,2024-01-31,2024-01-31,104.77
U01905,2024-01-31,2024-02-29,114.72
U01906,2024-10-31,2024-10-31,120.7
U01909,2024-02-29,2024-02-29,111.88
U01910,2024-12-31,2024-12-31,115.62
U01910,2024-12-31,2025-01-31,24.23
U01914,2024-07-31,2024-07-31,46.13
U01914,2024-07-31,2024-08-31,72.5
U01915,2024-08-31,2024-08-31,13.0
U01916,2024-06-30,2024-06-30,17.62
U01917,2024-09-30,2024-09-30,135.77
U01917,2024-09-30,2024-10-31,90.68
U01917,2024-09-30,2024-11-30,45.55
U01919,2024-09-30,2024-09-30,11.87
U01920,2024-07-31,2024-07-31,81.21
U01920,2024-07-31,2024-08-31,53.68
U01920,2024-07-31,2024-09-30,127.2
U01920,2024-07-31,2024-10-31,131.64
U01920,2024-07-31,2024-11-30,139.51
U01920,2024-07-31,2024-12-31,36.09
U01921,2024-07-31,2024-07-31,14.36
U01921,2024-07-31,2024-08-31,37.63
U01921,2024-07-31,2024-09-30,46.6
U01922,2024-09-30,2024-09-30,143.26
U01925,2024-05-31,2024-05-31,53.66
U01925,2024-05-31,2024-06-30,148.79
U01925,2024-05-31,2024-07-31,88.28
U01925,2024-05-31,2024-08-31,146.39
U01926,2024-05-31,2024-05-31,99.69
U01930,2024-11-30,2024-11-30,148.27
U01931,2024-02-29,2024-02-29,59.3
U01934,2024-01-31,2024-01-31,108.21
U01935,2024-07-31,2024-07-31,27.37
U01936,2024-06-30,2024-06-30,56.01
U01937,2024-12-31,2024-12-31,21.68
U01941,2024-07-31,2024-07-31,37.48
U01941,2024-07-31,2024-08-31,99.11
U01941,2024-07-31,2024-09-30,20.41
U01942,2024-08-31,2024-08-31,46.79
U01942,2024-08-31,2024-09-30,127.51
U01942,2024-08-31,2024-10-31,134.82
U01943,2024-03-31,2024-03-31,112.92
U01946,2024-04-30,2024-04-30,52.32
U01948,2024-08-31,2024-08-31,123.97
U01948,2024-08-31,2024-09-30,104.0
U01948,2024-08-31,2024-10-31,34.91
U01949,2024-05-31,2024-05-31,24.47
U01949,2024-05-31,2024-06-30,56.53
U01949,2024-05-31,2024-07-31,92.37
U01954,2024-04-30,2024-04-30,19.96
U01955,2024-07-31,2024-07-31,31.04
U01955,2024-07-31,2024-08-31,80.18
U01957,2024-03-31,2024-03-31,139.28
U01957,2024-03-31,2024-04-30,67.04
U01957,2024-03-31,2024-05-31,63.6
U01959,2024-08-31,2024-08-31,18.18
U01960,2024-02-29,2024-02-29,59.79
U01962,2024-12-31,2024-12-31,12.62
U01962,2024-12-31,2025-01-31,68.28
U01962,2024-12-31,2025-02-28,127.24
U01965,2024-06-30,2024-06-30,47.46
U01966,2024-03-31,2024-03-31,132.51
U01967,2024-05-31,2024-05-31,114.25
U01967,2024-05-31,2024-06-30,29.53
U01969,2024-12-31,2024-12-31,114.9
U01969,2024-12-31,2025-01-31,49.02
U01969,2024-12-31,2025-02-28,131.84
U01969,2024-12-31,2025-03-31,23.69
U01973,2024-12-31,2024-12-31,118.4
U01973,2024-12-31,2025-01-31,15.63
U01974,2024-09-30,2024-09-30,55.82
U01975,2024-07-31,2024-07-31,109.27
U01978,2024-06-30,2024-06-30,121.82
U01980,2024-06-30,2024-06-30,30.91
U01980,2024-06-30,2024-07-31,60.3
U01981,2024-02-29,2024-02-29,87.21
U01983,2024-04-30,2024-04-30,98.36
U01985,2024-10-31,2024-10-31,31.31
U01985,2024-10-31,2024-11-30,130.41
U01985,2024-10-31,2024-12-31,113.07
U01988,2024-06-30,2024-06-30,31.52
U01989,2024-11-30,2024-11-30,141.5
U01989,2024-11-30,2024-12-31,87.29
U01990,2024-01-31,2024-01-31,57.08
U01992,2024-09-30,2024-09-30,138.7
U01994,2024-07-31,2024-07-31,15.87
U01994,2024-07-31,2024-08-31,96.02
U01995,2024-03-31,2024-03-31,20.38
U01995,2024-03-31,2024-04-30,106.36
U01995,2024-03-31,2024-05-31,130.61
U01995,2024-03-31,2024-06-30,130.64
U01996,2024-02-29,2024-02-29,96.67
U01998,2024-10-31,2024-10-31,130.42
U02001,2024-02-29,2024-02-29,103.3
U02002,2024-09-30,2024-09-30,56.24
U02002,2024-09-30,2024-10-31,112.3
U02002,2024-09-30,2024-11-30,144.85
U02002,2024-09-30,2024-12-31,97.89
U02005,2024-07-31,2024-07-31,35.34
U02011,2024-06-30,2024-06-30,54.1
U02012,2024-02-29,2024-02-29,126.51
U02017,2024-11-30,2024-11-30,135.64
U02017,2024-11-30,2024-12-31,131.33
U02017,2024-11-30,2025-01-31,24.04
U02020,2024-07-31,2024-07-31,23.22
U02022,2024-04-30,2024-04-30,18.92
U02022,2024-04-30,2024-05-31,77.6
U02026,2024-05-31,2024-05-31,136.72
U02027,2024-07-31,2024-07-31,86.41
U02029,2024-06-30,2024-06-30,106.34
U02029,2024-06-30,2024-07-31,111.14
U02029,2024-06-30,2024-08-31,84.77
U02032,2024-09-30,2024-09-30,25.71
U02034,2024-12-31,2024-12-31,31.6
U02035,2024-03-31,2024-03-31,146.45
U02036,2024-09-30,2024-09-30,73.2
U02036,2024-09-30,2024-10-31,95.93
U02036,2024-09-30,2024-11-30,18.22
U02038,2024-04-30,2024-04-30,98.47
U02039,2024-01-31,2024-01-31,109.21
U02039,2024-01-31,2024-02-29,121.24
